City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
162,codrington,-38.2667,141.9667,15.22,73,64,7.71,AU,1731298092
163,mongo,12.1844,18.693,23.11,27,91,2.68,TD,1731297846
164,ust'-ilimsk,58.0006,102.6619,-3.17,73,100,5.33,RU,1731297846
165,keetmanshoop,-26.5833,18.1333,10.24,77,0,3.17,NA,1731298095
166,rongelap,11.1635,166.8941,28.27,77,1,8.15,MH,1731297847
167,curaca,-8.9903,-39.9094,28.03,51,100,7.28,BR,1731297847
168,conceicao da barra,-18.5933,-39.7322,21.16,84,60,3.05,BR,1731298099
169,aasiaat,68.7098,-52.8699,-8.95,99,100,4.02,GL,1731298100
170,vallenar,-28.5708,-70.7581,20.33,50,30,0.37,CL,1731298101
171,tamanrasset,22.785,5.5228,13.08,35,1,0.8,DZ,1731298102
172,ciudad constitucion,25.0369,-111.6644,18.09,58,94,3.79,MX,1731298103
173,ola,59.5833,151.2833,-7.11,76,100,9.22,RU,1731298104
174,richards bay,-28.783,32.0377,20.08,93,100,1.78,ZA,1731298105
175,fort bragg,35.139,-79.006,17.11,92,100,1.54,US,1731298107
176,puerto baquerizo moreno,-0.9,-89.6,20.81,74,100,3.27,EC,1731298108
177,mejit,10.2753,170.8646,28.08,78,23,7.72,MH,1731297848
178,cidreira,-30.1811,-50.2056,20.25,83,0,8.96,BR,1731298110
179,jagodina,43.9814,21.2622,4.04,71,83,1.37,RS,1731298111
180,mana,5.6592,-53.7767,26.2,86,99,3.81,GF,1731298112
181,hawaiian paradise park,19.5933,-154.9731,23.73,86,75,1.54,US,1731298113
182,touros,-5.1989,-35.4608,24.8,76,100,4.52,BR,1731298115
183,kuala belait,4.5833,114.1833,29.42,70,96,2.17,BN,1731297848
184,tarasovskiy,48.7292,40.3636,4.39,80,100,2.02,RU,1731298117
185,robore,-18.3333,-59.75,24.52,45,64,1.08,BO,1731298118
186,springbok,-29.6643,17.8865,10.32,93,100,4.12,ZA,1731298119
187,veinticinco de mayo,-35.4323,-60.1727,13.32,94,75,0.45,AR,1731298120
188,la passe,45.5549,-0.8967,14.21,67,97,4.31,FR,1731297849
189,chabany,50.3414,30.4271,2.75,97,20,1.12,UA,1731298122
190,carnarvon,-24.8667,113.6333,24.24,52,48,8.33,AU,1731298124
191,grand-bassam,5.2118,-3.7388,24.98,88,9,2.09,CI,1731298125
192,barrouallie,13.2333,-61.2667,25.08,77,89,2.8,VC,1731298126
193,lerwick,60.1545,-1.1494,9.6,84,25,9.1,GB,1731298127
194,kupang,-10.1667,123.5833,36.32,46,20,5.14,ID,1731297850
195,dudinka,69.4058,86.1778,-25.08,97,66,3.82,RU,1731297850
196,new norfolk,-42.7826,147.0587,19.84,18,1,0.8,AU,1731298130
197,la'ie,21.6477,-157.9253,25.66,81,15,2.24,US,1731297850
198,kuanda,56.3161,116.0806,-12.81,89,100,0.75,RU,1731298134
199,kavieng,-2.5744,150.7967,29.79,69,81,5.25,PG,1731298135
200,port lincoln,-34.7333,135.8667,19.74,69,100,6.08,AU,1731298136
201,chulym,55.0997,80.9572,-8.35,89,100,4.15,RU,1731297851
202,howard springs,-12.497,131.047,33.26,65,81,4.03,AU,1731298138
203,monticello,45.3055,-93.7941,10.19,87,100,5.66,US,1731298139
204,al kharijah,25.4514,30.5464,15.51,51,0,2.89,EG,1731298141
205,qamdo,31.1667,97.2333,5.87,34,0,3.24,CN,1731298142
206,saipan,15.1355,145.701,31.39,80,40,4.63,MP,1731297851
207,kapa'a,22.0752,-159.319,24.18,90,100,5.14,US,1731298144
208,balkashino,52.5167,68.7667,-10.92,97,100,2.33,KZ,1731298145
209,zaoyang,32.1272,112.7542,21.99,54,0,0.48,CN,1731297852
210,port elizabeth,-33.918,25.5701,16.29,90,40,3.6,ZA,1731297852
211,margate,51.3813,1.3862,11.04,90,100,0.89,GB,1731298148
212,extrema,-22.8547,-46.3183,14.41,98,22,1.31,BR,1731298150
213,cabugao,17.7931,120.4578,30.5,71,100,6.6,PH,1731298151
214,haiku-pauwela,20.9219,-156.3051,24.47,63,20,9.77,US,1731298152
215,ouled mimoun,34.9047,-1.0339,11.83,73,2,0.28,DZ,1731298154
216,ta`u,-14.2336,-169.5144,27.12,83,91,7.09,AS,1731298155
217,niksic,42.7731,18.9445,1.85,72,0,3.02,ME,1731298156
218,rhinelander,45.6366,-89.4121,7.64,93,100,5.14,US,1731298157
219,kingscliff,-28.2667,153.5667,25.89,73,100,2.57,AU,1731298159
220,kwang binh,17.4833,106.6,26.26,64,92,4.55,VN,1731298160
221,natitingou,10.3042,1.3796,21.0,36,40,3.07,BJ,1731298161
222,turpan,42.9333,89.1667,12.23,39,66,0.83,CN,1731298163
223,wuhai,39.6647,106.8122,9.59,22,100,4.41,CN,1731298164
224,dalaba,10.7,-12.25,16.0,59,0,1.98,GN,1731298165
225,dnipro,48.45,34.9833,4.31,79,47,2.37,UA,1731298107
226,nova sintra,14.8667,-24.7167,26.94,70,2,6.91,CV,1731298168
227,saint-pierre,-21.3393,55.4781,27.82,65,0,1.54,RE,1731298169
228,crane,31.3974,-102.3501,16.0,29,0,2.68,US,1731298170
229,tazacorte,28.629,-17.9293,25.64,32,0,4.92,ES,1731298171
230,tangalle,6.024,80.7911,29.11,70,70,2.27,LK,1731298172
231,lockwood,45.8191,-108.4149,8.01,73,75,4.63,US,1731298173
232,eregli,37.5133,34.0467,5.95,85,86,0.7,TR,1731298174
233,talnakh,69.4865,88.3972,-24.57,88,52,0.7,RU,1731298175
234,zhob,31.3411,69.4481,16.98,24,0,2.68,PK,1731298177
235,kone,-21.0595,164.8658,30.46,44,47,2.89,NC,1731298178
236,baddomalhi,31.9928,74.6683,24.56,44,15,2.49,PK,1731298179
237,santa ana,33.7456,-117.8678,17.18,59,20,1.54,US,1731298180
238,saint-denis,48.9167,2.3333,8.41,94,100,2.06,FR,1731298181
239,sao raimundo das mangabeiras,-7.0219,-45.4811,23.86,88,100,3.67,BR,1731298182
240,baiti,13.745,-14.7482,24.96,25,0,3.35,SN,1731298183
241,palikir - national government center,6.9248,158.1611,31.41,70,100,2.06,FM,1731298184
242,arar,30.9753,41.0381,14.01,100,100,4.12,SA,1731298186
243,igrim,63.1906,64.4162,-11.94,84,40,4.13,RU,1731298187
244,benicia,38.0494,-122.1586,15.53,76,0,3.09,US,1731298188
245,hermanus,-34.4187,19.2345,13.22,86,9,4.37,ZA,1731298189
246,aykhal,66.0,111.5,-14.28,94,100,3.55,RU,1731298190
247,sanghar,26.0466,68.9481,29.42,43,0,5.58,PK,1731298191
248,isafjordur,66.0755,-23.124,3.12,81,85,10.5,IS,1731298192
249,afaahiti,-17.75,-149.2833,24.35,87,91,7.9,PF,1731298193
250,laojunmiao,39.8333,97.7333,6.92,40,0,3.98,CN,1731298195
251,karratha,-20.7377,116.8463,34.74,30,40,7.52,AU,1731298196
252,hilo,19.7297,-155.09,23.85,88,75,1.54,US,1731298066
253,kingston,17.997,-76.7936,25.65,93,19,1.4,JM,1731298198
254,muroto-misakicho,33.2833,134.15,20.25,72,7,0.75,JP,1731298199
255,petawawa,45.9001,-77.3328,3.77,94,100,0.89,CA,1731298200
256,alamo,20.9167,-97.6833,23.12,93,52,1.44,MX,1731298201
257,enewetak,11.3474,162.3373,27.94,80,50,8.59,MH,1731298202
258,la resolana,19.6,-104.4333,22.81,98,21,0.34,MX,1731298204
259,moncks corner,33.196,-80.0131,20.61,97,0,0.0,US,1731298205
260,thunder bay,48.4001,-89.3168,6.17,95,100,1.14,CA,1731298206
261,port macquarie,-31.4333,152.9167,23.37,76,88,0.89,AU,1731298207
262,greymouth,-42.4667,171.2,13.58,63,47,4.09,NZ,1731298208
263,swaffham,52.6469,0.6887,8.55,90,0,3.09,GB,1731298209
264,bansko,41.8383,23.4885,0.47,80,9,1.15,BG,1731298210
265,tindouf,27.6711,-8.1474,21.71,24,3,2.88,DZ,1731298211
266,walvis bay,-22.9575,14.5053,12.51,90,10,0.64,NA,1731298213
267,fisterra,42.9049,-9.2629,16.29,88,8,4.74,ES,1731298214
268,erenhot,43.6475,111.9767,6.19,37,0,6.29,CN,1731298215
269,masagua,14.2031,-90.8481,22.69,96,85,2.0,GT,1731298216
270,namibe,-15.1961,12.1522,19.97,73,59,1.58,AO,1731298217
271,salamina,37.9643,23.4965,13.76,69,47,3.74,GR,1731298219
272,jamestown,42.097,-79.2353,13.9,92,100,5.14,US,1731298220
273,pisco,-13.7,-76.2167,19.03,77,0,5.66,PE,1731298222
274,emerald,-23.5333,148.1667,35.19,35,12,5.77,AU,1731298223
275,mhamid,29.82,-5.72,19.87,37,73,4.77,MA,1731298224
276,jianshui,23.6363,102.8264,22.39,71,55,2.06,CN,1731298225
277,sumbawa besar,-8.5,117.4333,35.65,42,68,4.3,ID,1731298226
278,astara,38.5,48.6667,4.99,87,100,0.28,AZ,1731298227
279,tanabi,-20.6264,-49.6492,22.3,70,10,3.39,BR,1731298228
280,kourou,5.1552,-52.6478,25.53,89,100,2.42,GF,1731298229
281,atafu village,-8.5421,-172.5159,27.95,73,13,3.77,TK,1731298231
282,ouadda,8.0777,22.4007,19.21,91,100,0.95,CF,1731298232
283,belmonte,-15.8631,-38.8828,22.6,95,100,1.96,BR,1731298233
284,conception bay south,47.4999,-52.9981,3.19,81,40,7.81,CA,1731298234
285,kenora,49.8167,-94.4337,3.21,93,100,7.15,CA,1731298235
286,syktyvkar,61.6764,50.8099,-5.15,93,75,1.0,RU,1731298236
287,caxito,-8.5785,13.6643,23.87,89,99,0.52,AO,1731298237
288,suong,11.9115,105.6533,29.41,67,22,2.47,KH,1731298239
289,cacequi,-29.8836,-54.825,17.38,82,0,3.32,BR,1731298240
290,murghob,38.1702,73.9667,-5.2,53,6,2.8,TJ,1731298241
291,evergreen,39.6333,-105.3172,3.62,61,21,0.45,US,1731298242
292,la palma,33.8464,-118.0467,17.32,60,0,0.0,US,1731298243
293,necochea,-38.5473,-58.7368,10.11,88,50,2.77,AR,1731298245
294,al bawiti,28.3492,28.8659,14.35,55,3,1.4,EG,1731298246
295,jersey village,29.8877,-95.563,21.71,88,31,2.42,US,1731298248
296,gurupa,-1.405,-51.64,27.09,71,93,2.59,BR,1731298250
297,acapulco de juarez,16.8634,-99.8901,27.9,83,40,0.0,MX,1731298251
298,envira,-7.3,-70.2167,24.31,82,71,0.98,BR,1731298252
299,ceerigaabo,10.6162,47.368,15.75,52,77,2.88,SO,1731298253
300,tual,-5.6667,132.75,28.8,73,100,6.71,ID,1731298254
301,qaqortoq,60.7167,-46.0333,-1.91,82,100,4.41,GL,1731298256
302,zaragoza,41.6561,-0.8773,12.25,75,0,5.66,ES,1731298257
303,lesnoy,57.6198,63.0784,-6.89,81,31,4.46,RU,1731298258
304,rundu,-17.9333,19.7667,21.38,78,100,1.85,NA,1731298259
305,bel ombre,-4.6167,55.4167,27.69,76,97,5.23,SC,1731298260
306,toropets,56.4978,31.6353,0.12,96,100,0.52,RU,1731298261
307,mount gambier,-37.8333,140.7667,16.7,63,93,4.67,AU,1731298262
308,pesqueira,-8.3578,-36.6964,17.71,88,69,4.19,BR,1731298263
309,downpatrick,54.3263,-5.7035,8.36,92,100,3.25,GB,1731298265
310,sirte,31.2089,16.5887,19.43,59,100,3.64,LY,1731298266
311,ji'an,27.1172,114.9793,23.66,61,2,2.06,CN,1731298267
312,satun,6.8333,100.0,28.97,80,81,0.58,TH,1731298268
313,san gabriel,34.0961,-118.1058,18.22,39,0,0.0,US,1731298269
314,tadine,-21.55,167.8833,26.07,63,1,6.14,NC,1731298270
315,san carlos de bariloche,-41.1456,-71.3082,-0.42,100,28,4.43,AR,1731298272
316,alotau,-10.3069,150.4462,29.7,71,100,2.52,PG,1731298273
317,mellouleche,35.1662,11.035,18.79,76,86,2.47,TN,1731298274
318,reggane,26.7158,0.1714,21.55,37,50,6.13,DZ,1731298275
319,mahabaleshwar,17.9167,73.6667,22.9,50,21,2.24,IN,1731298276
320,novodvinsk,64.4165,40.8122,1.86,91,100,3.06,RU,1731298277
321,sault ste. marie,46.5168,-84.3333,8.16,100,100,4.63,CA,1731298278
322,shantobe,52.4581,68.1839,-13.52,99,98,2.37,KZ,1731298279
323,bubaque,11.2833,-15.8333,29.06,57,0,2.76,GW,1731298281
324,gorur,12.8194,76.0717,22.84,65,3,3.07,IN,1731298282
325,coahuayana de hidalgo,18.7,-103.6583,25.06,88,54,1.05,MX,1731298283
326,al qusayr,34.5091,36.5798,13.22,89,1,0.99,SY,1731298284
327,brody,50.0879,25.1503,0.42,84,3,2.45,UA,1731298285
328,tulun,54.5611,100.5792,-2.72,61,100,2.4,RU,1731298286
329,wuwei,37.9281,102.6414,10.01,39,41,3.17,CN,1731298287
330,galle,6.0367,80.217,28.29,79,35,0.89,LK,1731298289
331,kakonko,-3.2828,30.9642,17.39,94,100,0.71,TZ,1731298290
332,gunjur,13.2019,-16.7339,26.77,47,0,3.11,GM,1731298291
333,awjilah,29.1081,21.2869,17.9,52,100,4.02,LY,1731298292
334,narvik,68.4384,17.4272,4.89,90,40,1.86,NO,1731298293
335,pori,61.4833,21.7833,4.04,93,100,4.12,FI,1731298294
336,funafuti,-8.5243,179.1942,30.0,84,75,2.06,TV,1731298295
337,yaren,-0.5472,166.916,28.24,70,3,5.13,NR,1731298296
338,kruisfontein,-34.0033,24.7314,13.21,84,54,1.65,ZA,1731298298
339,ashgabat,37.95,58.3833,11.9,47,3,2.02,TM,1731298299
340,bogorodskoye,56.55,37.8833,-1.65,97,54,1.47,RU,1731298300
341,westport,41.1415,-73.3579,14.89,91,100,7.72,US,1731298301
342,east end,34.5507,-92.341,15.9,95,0,2.24,US,1731298302
343,edson,53.5835,-116.4356,-0.94,93,100,2.57,CA,1731298303
344,iranshahr,27.2025,60.6848,22.19,24,0,2.06,IR,1731298304
345,olinda,-8.0089,-34.8553,25.85,78,40,3.09,BR,1731298306
346,akureyri,65.6835,-18.0878,3.42,81,60,3.98,IS,1731298307
347,chimore,-16.9833,-65.1333,23.84,94,96,0.73,BO,1731298308
348,nuuk,64.1835,-51.7216,-1.66,93,100,1.54,GL,1731298309
349,antofagasta,-23.65,-70.4,16.6,84,56,1.8,CL,1731298310
350,chernyshevskiy,63.0128,112.4714,-14.46,96,100,1.93,RU,1731298311
351,minas de marcona,-15.2119,-75.1103,13.63,85,64,4.06,PE,1731298312
352,constitucion,-35.3333,-72.4167,9.95,75,0,3.64,CL,1731298314
353,daru,-9.0763,143.2092,28.08,75,100,4.51,PG,1731298315
354,kolonia,50.9333,6.95,10.07,92,100,0.51,DE,1731298316
355,bathsheba,13.2167,-59.5167,28.34,83,20,3.6,BB,1731298318
356,auki,-8.7676,160.7034,27.68,81,100,0.75,SB,1731298319
357,galliano,29.4422,-90.2992,23.0,88,100,4.63,US,1731298322
358,tofol,5.3248,163.0078,28.42,75,99,4.92,FM,1731298323
359,labrador city,52.9463,-66.9114,-7.61,96,72,1.72,CA,1731298324
360,berriane,32.8265,3.7669,14.04,68,4,6.91,DZ,1731298325
361,kande,9.9578,1.0447,21.79,41,43,2.32,TG,1731298326
362,al jaradiyah,16.5795,42.9124,27.83,70,0,1.05,SA,1731298327
